Ciudad,Region,Location,,fecha,casos nuevos,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,03/07/2020,0,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,03/14/2020,1,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,03/21/2020,3,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,03/28/2020,23,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,04/04/2020,58,
Arica,Arica y Parinacota,"Arica, Arica y Parinacota",,04/11/2020,30,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,03/07/2020,0,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,03/14/2020,0,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,03/21/2020,0,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,03/28/2020,0,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,04/04/2020,0,
Camarones,Arica y Parinacota,"Camarones, Arica y Parinacota",,04/11/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,03/07/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,03/14/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,03/21/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,03/28/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,04/04/2020,0,
General Lagos,Arica y Parinacota,"General Lagos, Arica y Parinacota",,04/11/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,03/07/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,03/14/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,03/21/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,03/28/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,04/04/2020,0,
Putre,Arica y Parinacota,"Putre, Arica y Parinacota",,04/11/2020,0,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,03/07/2020,0,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,03/14/2020,0,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,03/21/2020,2,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,03/28/2020,4,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,04/04/2020,4,
Alto Hospicio,Tarapacá,"Alto Hospicio, Tarapacá",,04/11/2020,4,
Camiña,Tarapacá,"Camiña, Tarapacá",,03/07/2020,0,
Camiña,Tarapacá,"Camiña, Tarapacá",,03/14/2020,0,
Camiña,Tarapacá,"Camiña, Tarapacá",,03/21/2020,0,
Camiña,Tarapacá,"Camiña, Tarapacá",,03/28/2020,0,
Camiña,Tarapacá,"Camiña, Tarapacá",,04/04/2020,0,
Camiña,Tarapacá,"Camiña, Tarapacá",,04/11/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,03/07/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,03/14/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,03/21/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,03/28/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,04/04/2020,0,
Colchane,Tarapacá,"Colchane, Tarapacá",,04/11/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,03/07/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,03/14/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,03/21/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,03/28/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,04/04/2020,0,
Huara,Tarapacá,"Huara, Tarapacá",,04/11/2020,0,
Iquique,Tarapacá,"Iquique, Tarapacá",,03/07/2020,0,
Iquique,Tarapacá,"Iquique, Tarapacá",,03/14/2020,0,
Iquique,Tarapacá,"Iquique, Tarapacá",,03/21/2020,9,
Iquique,Tarapacá,"Iquique, Tarapacá",,03/28/2020,6,
Iquique,Tarapacá,"Iquique, Tarapacá",,04/04/2020,10,
Iquique,Tarapacá,"Iquique, Tarapacá",,04/11/2020,1,
Pica,Tarapacá,"Pica, Tarapacá",,03/07/2020,0,
Pica,Tarapacá,"Pica, Tarapacá",,03/14/2020,0,
Pica,Tarapacá,"Pica, Tarapacá",,03/21/2020,0,
Pica,Tarapacá,"Pica, Tarapacá",,03/28/2020,1,
Pica,Tarapacá,"Pica, Tarapacá",,04/04/2020,2,
Pica,Tarapacá,"Pica, Tarapacá",,04/11/2020,7,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,03/07/2020,0,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,03/14/2020,0,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,03/21/2020,0,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,03/28/2020,0,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,04/04/2020,2,
Pozo Almonte,Tarapacá,"Pozo Almonte, Tarapacá",,04/11/2020,0,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,03/07/2020,1,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,03/14/2020,2,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,03/21/2020,25,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,03/28/2020,28,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,04/04/2020,27,
Antofagasta,Antofagasta,"Antofagasta, Antofagasta",,04/11/2020,23,
Calama,Antofagasta,"Calama, Antofagasta",,03/07/2020,0,
Calama,Antofagasta,"Calama, Antofagasta",,03/14/2020,2,
Calama,Antofagasta,"Calama, Antofagasta",,03/21/2020,3,
Calama,Antofagasta,"Calama, Antofagasta",,03/28/2020,2,
Calama,Antofagasta,"Calama, Antofagasta",,04/04/2020,6,
Calama,Antofagasta,"Calama, Antofagasta",,04/11/2020,6,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,03/07/2020,0,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,03/14/2020,0,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,03/21/2020,0,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,03/28/2020,0,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,04/04/2020,0,
Maria Elena,Antofagasta,"Maria Elena, Antofagasta",,04/11/2020,1,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/07/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/14/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/21/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/28/2020,1,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,04/04/2020,7,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,04/11/2020,4,
Ollague,Antofagasta,"Ollague, Antofagasta",,03/07/2020,0,
Ollague,Antofagasta,"Ollague, Antofagasta",,03/14/2020,0,
Ollague,Antofagasta,"Ollague, Antofagasta",,03/21/2020,0,
Ollague,Antofagasta,"Ollague, Antofagasta",,03/28/2020,0,
Ollague,Antofagasta,"Ollague, Antofagasta",,04/04/2020,0,
Ollague,Antofagasta,"Ollague, Antofagasta",,04/11/2020,0,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,03/07/2020,0,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,03/14/2020,0,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,03/21/2020,2,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,03/28/2020,1,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,04/04/2020,1,
San Pedro de Atacama,Antofagasta,"San Pedro de Atacama, Antofagasta",,04/11/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,03/07/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,03/14/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,03/21/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,03/28/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,04/04/2020,0,
Sierra Gorda,Antofagasta,"Sierra Gorda, Antofagasta",,04/11/2020,0,
Taltal,Antofagasta,"Taltal, Antofagasta",,03/07/2020,0,
Taltal,Antofagasta,"Taltal, Antofagasta",,03/14/2020,0,
Taltal,Antofagasta,"Taltal, Antofagasta",,03/21/2020,0,
Taltal,Antofagasta,"Taltal, Antofagasta",,03/28/2020,0,
Taltal,Antofagasta,"Taltal, Antofagasta",,04/04/2020,2,
Taltal,Antofagasta,"Taltal, Antofagasta",,04/11/2020,1,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/07/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/14/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/21/2020,2,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,03/28/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,04/04/2020,0,
Mejillones,Antofagasta,"Mejillones, Antofagasta",,04/11/2020,1,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,03/07/2020,0,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,03/14/2020,0,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,03/21/2020,0,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,03/28/2020,0,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,04/04/2020,0,
Alto del Carmen,Atacama,"Alto del Carmen, Atacama",,04/11/2020,0,
Caldera,Atacama,"Caldera, Atacama",,03/07/2020,0,
Caldera,Atacama,"Caldera, Atacama",,03/14/2020,0,
Caldera,Atacama,"Caldera, Atacama",,03/21/2020,0,
Caldera,Atacama,"Caldera, Atacama",,03/28/2020,0,
Caldera,Atacama,"Caldera, Atacama",,04/04/2020,0,
Caldera,Atacama,"Caldera, Atacama",,04/11/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,03/07/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,03/14/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,03/21/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,03/28/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,04/04/2020,0,
Chañaral,Atacama,"Chañaral, Atacama",,04/11/2020,0,
Copiapó,Atacama,"Copiapó, Atacama",,03/07/2020,0,
Copiapó,Atacama,"Copiapó, Atacama",,03/14/2020,1,
Copiapó,Atacama,"Copiapó, Atacama",,03/21/2020,0,
Copiapó,Atacama,"Copiapó, Atacama",,03/28/2020,2,
Copiapó,Atacama,"Copiapó, Atacama",,04/04/2020,2,
Copiapó,Atacama,"Copiapó, Atacama",,04/11/2020,3,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,03/07/2020,0,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,03/14/2020,0,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,03/21/2020,0,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,03/28/2020,1,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,04/04/2020,0,
Diego de Almagro,Atacama,"Diego de Almagro, Atacama",,04/11/2020,0,
Freirina,Atacama,"Freirina, Atacama",,03/07/2020,0,
Freirina,Atacama,"Freirina, Atacama",,03/14/2020,0,
Freirina,Atacama,"Freirina, Atacama",,03/21/2020,0,
Freirina,Atacama,"Freirina, Atacama",,03/28/2020,0,
Freirina,Atacama,"Freirina, Atacama",,04/04/2020,0,
Freirina,Atacama,"Freirina, Atacama",,04/11/2020,0,
Huasco,Atacama,"Huasco, Atacama",,03/07/2020,0,
Huasco,Atacama,"Huasco, Atacama",,03/14/2020,0,
Huasco,Atacama,"Huasco, Atacama",,03/21/2020,0,
Huasco,Atacama,"Huasco, Atacama",,03/28/2020,0,
Huasco,Atacama,"Huasco, Atacama",,04/04/2020,0,
Huasco,Atacama,"Huasco, Atacama",,04/11/2020,0,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,03/07/2020,0,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,03/14/2020,0,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,03/21/2020,0,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,03/28/2020,0,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,04/04/2020,2,
Tierra Amarilla,Atacama,"Tierra Amarilla, Atacama",,04/11/2020,2,
Vallenar,Atacama,"Vallenar, Atacama",,03/07/2020,0,
Vallenar,Atacama,"Vallenar, Atacama",,03/14/2020,0,
Vallenar,Atacama,"Vallenar, Atacama",,03/21/2020,0,
Vallenar,Atacama,"Vallenar, Atacama",,03/28/2020,0,
Vallenar,Atacama,"Vallenar, Atacama",,04/04/2020,0,
Vallenar,Atacama,"Vallenar, Atacama",,04/11/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,03/07/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,03/14/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,03/21/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,03/28/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,04/04/2020,0,
Andacollo,Coquimbo,"Andacollo, Coquimbo",,04/11/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,03/07/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,03/14/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,03/21/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,03/28/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,04/04/2020,0,
Canela,Coquimbo,"Canela, Coquimbo",,04/11/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,03/07/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,03/14/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,03/21/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,03/28/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,04/04/2020,0,
Combarbalá,Coquimbo,"Combarbalá, Coquimbo",,04/11/2020,0,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,03/07/2020,0,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,03/14/2020,4,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,03/21/2020,13,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,03/28/2020,3,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,04/04/2020,1,
Coquimbo,Coquimbo,"Coquimbo, Coquimbo",,04/11/2020,0,
Illapel,Coquimbo,"Illapel, Coquimbo",,03/07/2020,0,
Illapel,Coquimbo,"Illapel, Coquimbo",,03/14/2020,0,
Illapel,Coquimbo,"Illapel, Coquimbo",,03/21/2020,0,
Illapel,Coquimbo,"Illapel, Coquimbo",,03/28/2020,4,
Illapel,Coquimbo,"Illapel, Coquimbo",,04/04/2020,7,
Illapel,Coquimbo,"Illapel, Coquimbo",,04/11/2020,6,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,03/07/2020,0,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,03/14/2020,0,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,03/21/2020,0,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,03/28/2020,0,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,04/04/2020,0,
La Higuera,Coquimbo,"La Higuera, Coquimbo",,04/11/2020,0,
La Serena,Coquimbo,"La Serena, Coquimbo",,03/07/2020,0,
La Serena,Coquimbo,"La Serena, Coquimbo",,03/14/2020,0,
La Serena,Coquimbo,"La Serena, Coquimbo",,03/21/2020,3,
La Serena,Coquimbo,"La Serena, Coquimbo",,03/28/2020,7,
La Serena,Coquimbo,"La Serena, Coquimbo",,04/04/2020,2,
La Serena,Coquimbo,"La Serena, Coquimbo",,04/11/2020,0,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,03/07/2020,0,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,03/14/2020,0,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,03/21/2020,1,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,03/28/2020,0,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,04/04/2020,0,
Los Vilos,Coquimbo,"Los Vilos, Coquimbo",,04/11/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,03/07/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,03/14/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,03/21/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,03/28/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,04/04/2020,0,
Monte Patria,Coquimbo,"Monte Patria, Coquimbo",,04/11/2020,0,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,03/07/2020,0,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,03/14/2020,2,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,03/21/2020,2,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,03/28/2020,4,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,04/04/2020,0,
Ovalle,Coquimbo,"Ovalle, Coquimbo",,04/11/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,03/07/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,03/14/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,03/21/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,03/28/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,04/04/2020,0,
Paiguano,Coquimbo,"Paiguano, Coquimbo",,04/11/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,03/07/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,03/14/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,03/21/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,03/28/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,04/04/2020,0,
Punitaqui,Coquimbo,"Punitaqui, Coquimbo",,04/11/2020,0,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,03/07/2020,0,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,03/14/2020,1,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,03/21/2020,0,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,03/28/2020,0,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,04/04/2020,0,
Rio Hurtado,Coquimbo,"Rio Hurtado, Coquimbo",,04/11/2020,0,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,03/07/2020,0,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,03/14/2020,0,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,03/21/2020,1,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,03/28/2020,2,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,04/04/2020,1,
Salamanca,Coquimbo,"Salamanca, Coquimbo",,04/11/2020,2,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,03/07/2020,0,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,03/14/2020,0,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,03/21/2020,0,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,03/28/2020,0,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,04/04/2020,0,
Vicuña,Coquimbo,"Vicuña, Coquimbo",,04/11/2020,0,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,03/07/2020,0,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,03/14/2020,1,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,03/21/2020,3,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,03/28/2020,4,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,04/04/2020,0,
Algarrobo,Valparaíso,"Algarrobo, Valparaíso",,04/11/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,03/07/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,03/14/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,03/21/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,03/28/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,04/04/2020,0,
Cabildo,Valparaíso,"Cabildo, Valparaíso",,04/11/2020,0,
Calera,Valparaíso,"Calera, Valparaíso",,03/07/2020,0,
Calera,Valparaíso,"Calera, Valparaíso",,03/14/2020,0,
Calera,Valparaíso,"Calera, Valparaíso",,03/21/2020,2,
Calera,Valparaíso,"Calera, Valparaíso",,03/28/2020,6,
Calera,Valparaíso,"Calera, Valparaíso",,04/04/2020,1,
Calera,Valparaíso,"Calera, Valparaíso",,04/11/2020,0,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,03/07/2020,0,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,03/14/2020,0,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,03/21/2020,0,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,03/28/2020,0,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,04/04/2020,1,
Calle Larga,Valparaíso,"Calle Larga, Valparaíso",,04/11/2020,1,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,03/07/2020,0,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,03/14/2020,0,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,03/21/2020,0,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,03/28/2020,0,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,04/04/2020,2,
Cartagena,Valparaíso,"Cartagena, Valparaíso",,04/11/2020,0,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,03/07/2020,0,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,03/14/2020,0,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,03/21/2020,1,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,03/28/2020,0,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,04/04/2020,1,
Casablanca,Valparaíso,"Casablanca, Valparaíso",,04/11/2020,1,
Catemu,Valparaíso,"Catemu, Valparaíso",,03/07/2020,0,
Catemu,Valparaíso,"Catemu, Valparaíso",,03/14/2020,0,
Catemu,Valparaíso,"Catemu, Valparaíso",,03/21/2020,0,
Catemu,Valparaíso,"Catemu, Valparaíso",,03/28/2020,0,
Catemu,Valparaíso,"Catemu, Valparaíso",,04/04/2020,0,
Catemu,Valparaíso,"Catemu, Valparaíso",,04/11/2020,0,
Concón,Valparaíso,"Concón, Valparaíso",,03/07/2020,0,
Concón,Valparaíso,"Concón, Valparaíso",,03/14/2020,0,
Concón,Valparaíso,"Concón, Valparaíso",,03/21/2020,1,
Concón,Valparaíso,"Concón, Valparaíso",,03/28/2020,4,
Concón,Valparaíso,"Concón, Valparaíso",,04/04/2020,1,
Concón,Valparaíso,"Concón, Valparaíso",,04/11/2020,0,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,03/07/2020,0,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,03/14/2020,0,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,03/21/2020,0,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,03/28/2020,2,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,04/04/2020,0,
El Tabo,Valparaíso,"El Tabo, Valparaíso",,04/11/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,03/07/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,03/14/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,03/21/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,03/28/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,04/04/2020,0,
Hijuelas,Valparaíso,"Hijuelas, Valparaíso",,04/11/2020,0,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,03/07/2020,0,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,03/14/2020,0,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,03/21/2020,2,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,03/28/2020,1,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,04/04/2020,2,
Isla de Pascua,Valparaíso,"Isla de Pascua, Valparaíso",,04/11/2020,1,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,03/07/2020,0,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,03/14/2020,0,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,03/21/2020,0,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,03/28/2020,0,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,04/04/2020,0,
Juan Fernández,Valparaíso,"Juan Fernández, Valparaíso",,04/11/2020,0,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,03/07/2020,0,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,03/14/2020,0,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,03/21/2020,0,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,03/28/2020,1,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,04/04/2020,2,
La Cruz,Valparaíso,"La Cruz, Valparaíso",,04/11/2020,1,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,03/07/2020,0,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,03/14/2020,0,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,03/21/2020,1,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,03/28/2020,0,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,04/04/2020,1,
La Ligua,Valparaíso,"La Ligua, Valparaíso",,04/11/2020,0,
Limache,Valparaíso,"Limache, Valparaíso",,03/07/2020,0,
Limache,Valparaíso,"Limache, Valparaíso",,03/14/2020,0,
Limache,Valparaíso,"Limache, Valparaíso",,03/21/2020,2,
Limache,Valparaíso,"Limache, Valparaíso",,03/28/2020,0,
Limache,Valparaíso,"Limache, Valparaíso",,04/04/2020,5,
Limache,Valparaíso,"Limache, Valparaíso",,04/11/2020,1,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,03/07/2020,0,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,03/14/2020,0,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,03/21/2020,1,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,03/28/2020,1,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,04/04/2020,0,
Llaillay,Valparaíso,"Llaillay, Valparaíso",,04/11/2020,0,
Los Andes,Valparaíso,"Los Andes, Valparaíso",,03/07/2020,0,
Los Andes,Valparaíso,"Los Andes, Valparaíso",,03/14/2020,0,
Los Andes,Valparaíso,"Los Andes, Valparaíso",,03/21/2020,1,
Los Andes,Valparaíso,"Los Andes, Valparaíso",,03/28/2020,2,
Los Andes,Valparaíso,"Los Andes, Valparaíso",,04/04/2020,2,
